Batch_ID,Start_Temp,Target_Temp,Ambient_Temp,Airflow_Rate,Humidity_Level,Material_Load,Fan_Speed,Heater_Power_Level,Control_Strategy,Preheating_Time,Energy_Consumed,Temp_Fluctuation_Index,Steady_State_Achieved
B1264,26.83,58.77,24.56,6.26,38.43,53.52,1052,74,FA-PID-LSSVM,6.89,3.09,0.89,1
B1265,20.17,63.46,23.7,4.4,50.04,54.04,1293,75,FA-PID-LSSVM,7.91,3.61,0.64,1
B1266,21.09,60.38,29.07,5.64,35.3,54.42,1431,74,Fixed-Time,14.91,6.6,2.37,1
B1267,25.89,64.85,18.87,5.64,47.41,54.57,1051,88,FA-PID-LSSVM,8.18,3.54,0.25,1
B1268,27.2,58.61,21.37,4.27,57.12,40.0,1215,96,Fixed-Time,18.14,6.52,3.22,1
B1269,29.0,57.87,22.2,5.25,39.61,59.08,1071,77,PID,9.3,4.56,1.68,1
B1270,24.37,68.77,27.39,6.56,50.11,56.28,1027,78,PID,11.93,6.71,1.22,1
B1271,30.42,56.53,29.91,6.57,35.64,58.08,1468,84,FA-PID-LSSVM,7.29,3.37,0.74,1
B1272,32.9,62.59,20.89,4.3,48.74,40.31,1399,73,PID,8.94,5.31,0.96,1
B1273,31.7,58.31,28.49,4.27,40.09,58.68,1251,94,PID,11.16,5.38,1.29,1
B1274,20.59,55.58,27.97,4.79,36.34,56.2,1373,78,Fixed-Time,17.35,6.96,2.38,1
B1275,27.21,55.54,20.7,6.62,39.4,56.74,1399,76,Fixed-Time,10.84,8.69,1.81,1
B1276,21.57,57.63,22.79,4.39,35.37,41.87,1034,77,FA-PID-LSSVM,7.41,3.75,0.85,1
B1277,23.63,68.0,22.92,6.16,57.06,54.78,1400,84,Fixed-Time,14.05,8.03,1.4,1
B1278,34.8,59.24,29.74,4.3,41.92,59.2,1200,88,FA-PID-LSSVM,8.63,3.65,0.35,1
B1279,22.14,69.26,20.17,5.87,37.36,53.57,1248,84,FA-PID-LSSVM,7.32,4.23,0.8,1
B1280,27.48,63.72,27.59,5.07,43.45,51.41,1098,74,Fixed-Time,14.38,7.92,2.33,1
B1281,29.27,61.55,22.01,6.37,39.62,58.91,1307,88,PID,10.72,6.1,0.93,1
B1282,30.54,63.7,26.77,4.7,52.33,48.86,1476,76,PID,10.19,6.36,1.0,1
B1283,28.39,62.75,23.04,5.92,59.14,51.99,1486,75,PID,10.27,5.44,0.9,1
B1284,20.15,66.38,24.94,4.71,43.14,49.53,1465,96,PID,9.88,5.33,1.21,1
B1285,24.9,59.24,27.99,6.14,55.83,58.66,1139,88,FA-PID-LSSVM,8.28,4.27,0.63,1
B1286,27.77,60.3,27.65,6.62,46.98,41.52,1082,94,PID,10.67,5.76,1.65,1
B1287,21.32,68.41,28.4,4.38,34.72,50.02,1047,97,FA-PID-LSSVM,7.72,3.65,0.93,1
B1288,25.26,69.2,18.72,6.6,50.72,53.74,1277,86,Fixed-Time,15.35,6.07,2.1,1
B1289,20.5,68.39,26.3,5.78,45.4,55.84,1378,79,Fixed-Time,14.02,8.76,1.59,1
B1290,21.18,61.29,19.68,4.38,49.52,51.66,1247,88,FA-PID-LSSVM,6.73,2.92,0.62,1
B1291,25.95,66.71,22.99,5.28,56.69,58.18,1382,80,PID,11.65,6.73,1.61,1
B1292,21.99,62.15,24.58,4.48,43.21,58.84,1176,84,FA-PID-LSSVM,5.66,3.93,0.67,1
B1293,28.51,62.46,22.83,6.1,57.04,41.29,1051,79,PID,9.63,4.9,1.41,1
B1294,30.34,58.07,24.24,6.28,52.52,48.05,1078,80,PID,11.94,5.18,1.18,1
B1295,32.01,63.87,29.96,4.32,44.66,40.47,1384,92,FA-PID-LSSVM,7.46,3.78,1.04,1
B1296,23.0,57.79,19.62,5.52,48.1,46.59,1321,72,FA-PID-LSSVM,5.72,3.51,0.59,1
B1297,22.51,59.97,26.11,6.44,39.77,50.74,1063,99,PID,10.42,5.08,1.19,1
B1298,21.57,67.83,22.75,6.81,59.51,58.22,1007,72,FA-PID-LSSVM,6.2,2.76,0.38,1
B1299,29.55,58.11,19.6,5.54,50.02,56.93,1213,87,PID,10.3,4.93,1.0,1
B1300,30.6,56.07,19.9,6.85,31.32,42.55,1024,94,FA-PID-LSSVM,8.32,3.07,1.08,1
B1301,20.47,56.04,29.39,5.61,39.8,41.86,1449,80,Fixed-Time,17.25,5.05,2.05,1
B1302,34.04,69.11,28.56,5.18,48.7,51.79,1255,89,PID,9.9,5.24,1.29,1
B1303,20.78,62.6,28.88,6.54,31.69,50.64,1242,95,Fixed-Time,18.3,6.53,3.03,1
B1304,28.12,61.14,29.9,5.48,30.72,45.33,1456,98,FA-PID-LSSVM,7.85,3.49,1.14,1
B1305,30.64,67.16,20.5,5.42,43.5,57.99,1456,91,Fixed-Time,18.3,6.41,1.0,0
B1306,33.06,67.54,22.27,5.47,39.98,58.55,1460,87,FA-PID-LSSVM,4.9,3.48,0.54,1
B1307,30.71,59.98,26.03,6.54,43.15,48.05,1197,94,PID,9.66,5.86,0.56,1
B1308,32.03,65.4,23.81,6.5,37.88,57.81,1093,84,FA-PID-LSSVM,7.31,3.05,1.06,1
B1309,25.09,66.57,23.02,5.21,34.94,47.68,1206,76,FA-PID-LSSVM,7.39,2.74,0.72,1
B1310,32.22,64.82,22.29,5.0,50.67,54.74,1434,79,PID,11.18,5.02,1.24,1
B1311,21.2,57.27,25.13,5.48,45.44,49.52,1436,90,FA-PID-LSSVM,6.98,3.93,0.89,1
B1312,33.42,68.14,24.91,5.72,36.0,42.45,1014,92,PID,10.43,5.26,0.88,1
B1313,28.21,63.09,19.94,4.72,39.59,58.56,1177,99,FA-PID-LSSVM,8.47,4.98,0.73,1
B1314,32.26,59.24,23.66,6.38,47.75,49.08,1454,89,PID,10.57,6.01,1.5,1
B1315,26.78,61.38,24.64,5.46,32.17,54.69,1377,98,Fixed-Time,14.36,6.02,2.91,0
B1316,29.65,55.56,24.84,5.0,34.42,47.34,1074,79,FA-PID-LSSVM,7.68,2.79,0.96,1
B1317,27.9,56.92,20.52,4.32,32.2,40.38,1103,82,FA-PID-LSSVM,8.55,3.52,0.67,1
B1318,30.97,66.48,26.91,4.72,54.37,42.01,1293,84,FA-PID-LSSVM,7.36,3.71,0.82,1
B1319,21.22,55.0,18.3,6.85,52.57,49.92,1167,92,PID,10.77,5.12,1.5,1
B1320,20.91,61.25,22.26,4.92,52.6,53.8,1449,87,FA-PID-LSSVM,7.74,3.01,0.6,1
B1321,23.71,62.84,27.36,4.51,51.49,46.69,1114,92,PID,10.12,5.8,1.24,1
B1322,22.39,55.82,24.77,5.38,50.08,53.91,1495,73,FA-PID-LSSVM,6.36,3.63,0.73,1
B1323,33.08,69.6,21.13,4.92,44.31,53.97,1038,89,Fixed-Time,15.76,7.33,1.84,1
B1324,23.29,58.39,26.34,4.11,49.27,54.08,1457,86,FA-PID-LSSVM,7.23,3.29,1.09,1
B1325,34.64,59.56,24.81,4.97,31.15,49.85,1363,97,Fixed-Time,15.27,7.41,1.09,1
B1326,25.05,59.56,27.55,5.63,48.64,58.3,1272,72,PID,10.97,4.28,0.85,1
B1327,22.73,58.46,26.82,5.66,53.34,49.78,1134,90,Fixed-Time,15.19,5.59,1.85,0
B1328,31.85,55.02,25.32,5.07,45.01,49.01,1373,90,FA-PID-LSSVM,7.62,3.75,0.94,1
B1329,29.88,65.94,23.86,5.34,40.73,43.99,1231,71,FA-PID-LSSVM,7.13,2.93,0.72,1
B1330,27.47,69.5,19.6,6.9,38.32,46.15,1038,73,PID,14.07,4.34,1.31,1
B1331,28.33,58.36,21.14,5.13,49.28,40.85,1451,70,FA-PID-LSSVM,9.12,3.36,1.17,1
B1332,30.79,64.95,23.03,4.77,50.78,52.67,1290,84,FA-PID-LSSVM,6.31,2.51,0.68,1
B1333,23.43,66.13,25.19,4.73,56.13,44.97,1306,94,PID,9.36,4.0,1.07,1
B1334,34.95,67.73,24.16,5.37,40.27,46.08,1046,70,PID,11.99,4.8,1.09,1
B1335,34.62,61.34,21.46,6.28,53.09,55.42,1035,75,Fixed-Time,16.74,6.25,2.31,1
B1336,29.75,59.54,18.08,4.62,46.84,46.54,1319,76,PID,7.94,4.99,0.97,1
B1337,22.99,59.88,23.95,6.13,56.49,44.84,1094,88,FA-PID-LSSVM,7.74,4.24,1.02,1
B1338,30.2,65.69,21.43,4.06,45.83,43.38,1472,81,PID,11.25,6.07,0.69,1
B1339,21.08,67.25,26.82,5.26,45.53,55.5,1360,70,FA-PID-LSSVM,6.48,3.04,1.04,1
B1340,20.46,57.72,18.29,6.33,47.34,42.59,1012,76,Fixed-Time,13.23,7.85,2.27,1
B1341,23.87,60.56,25.02,5.02,52.48,49.08,1145,88,PID,11.7,5.64,1.12,1
B1342,26.94,68.53,29.3,5.69,58.94,50.14,1404,82,FA-PID-LSSVM,7.16,2.57,1.15,1
B1343,33.02,67.1,20.09,4.61,32.21,53.75,1367,95,PID,9.59,5.0,0.8,1
B1344,30.91,69.77,23.66,6.23,31.6,52.67,1064,81,PID,11.51,5.65,1.11,1
B1345,31.14,66.31,19.1,4.16,58.13,56.21,1227,81,PID,7.0,4.72,1.34,1
B1346,26.38,60.9,25.51,6.56,45.9,40.9,1241,91,PID,10.88,5.22,1.07,1
B1347,25.19,63.86,24.61,4.59,48.45,45.93,1007,82,Fixed-Time,10.84,7.96,1.28,1
B1348,25.57,64.92,22.89,6.62,44.47,45.6,1499,97,FA-PID-LSSVM,6.8,3.01,0.62,1
B1349,34.81,56.18,24.26,5.06,32.81,42.92,1303,83,PID,10.33,5.09,0.91,1
B1350,20.6,63.17,28.76,6.17,53.04,45.78,1340,91,FA-PID-LSSVM,7.27,4.63,0.7,1
B1351,33.01,65.64,20.36,4.96,52.42,46.2,1042,99,Fixed-Time,13.13,7.56,1.72,1
B1352,28.68,57.51,18.27,6.72,39.35,50.44,1243,81,FA-PID-LSSVM,7.67,3.01,0.76,1
B1353,26.58,66.71,28.34,4.38,39.19,53.27,1180,89,FA-PID-LSSVM,6.07,3.85,0.71,1
B1354,30.88,63.76,24.93,4.54,55.14,47.62,1084,81,Fixed-Time,11.84,5.79,2.35,0
B1355,27.3,69.28,28.69,5.48,32.17,54.39,1154,96,PID,10.48,5.05,0.75,1
B1356,33.1,55.64,25.16,4.25,56.43,46.72,1274,75,FA-PID-LSSVM,6.6,3.45,0.67,1
B1357,33.51,58.98,27.72,4.59,37.7,45.81,1022,96,FA-PID-LSSVM,7.69,3.96,0.78,1
B1358,26.33,64.02,23.16,6.83,47.79,50.82,1114,79,PID,10.85,3.63,1.07,1
B1359,24.15,59.45,27.0,6.93,58.08,40.47,1305,89,PID,12.01,4.93,0.98,1
B1360,28.89,65.72,28.96,5.13,50.34,41.6,1434,98,FA-PID-LSSVM,9.28,4.41,0.89,1
B1361,33.69,66.39,24.87,6.77,42.43,48.36,1298,93,Fixed-Time,16.28,4.77,1.61,1
B1362,23.16,56.54,20.17,5.63,50.69,58.86,1098,78,PID,9.8,5.35,0.63,1
B1363,29.34,62.71,21.23,4.81,40.32,54.43,1103,71,PID,9.71,5.17,1.49,1
B1364,29.47,62.63,20.38,6.11,38.32,41.76,1371,76,Fixed-Time,12.16,5.51,2.22,1
B1365,31.0,60.54,20.96,5.98,59.9,56.93,1050,78,FA-PID-LSSVM,4.32,3.35,0.98,1
B1366,21.97,68.99,21.68,6.97,52.52,54.65,1361,94,PID,9.58,6.86,1.12,1
B1367,30.74,67.41,24.66,4.8,49.34,52.22,1111,81,FA-PID-LSSVM,7.15,2.82,0.86,1
B1368,33.64,65.46,25.06,6.02,40.66,56.41,1452,74,FA-PID-LSSVM,5.02,3.85,0.94,1
B1369,22.7,65.71,23.12,4.16,31.47,48.08,1243,70,FA-PID-LSSVM,8.36,2.99,0.83,1
B1370,23.56,61.93,25.39,4.34,30.93,44.43,1168,91,Fixed-Time,15.13,7.44,1.57,0
B1371,34.57,68.81,18.98,4.01,46.63,50.24,1071,84,FA-PID-LSSVM,7.05,4.04,0.68,1
B1372,22.71,65.42,19.05,7.0,52.86,50.98,1138,77,FA-PID-LSSVM,6.85,3.9,0.75,1
B1373,32.82,65.93,20.06,6.41,46.12,50.77,1335,70,PID,10.47,4.94,1.15,1
B1374,27.38,67.93,24.22,6.36,55.22,51.3,1230,87,PID,11.51,6.63,0.7,1
B1375,23.71,59.11,20.57,5.53,31.0,58.97,1238,82,Fixed-Time,11.47,6.86,2.02,1
B1376,33.06,67.11,21.4,4.9,41.0,58.04,1471,98,Fixed-Time,13.56,6.82,1.88,1
B1377,26.68,57.93,22.8,4.45,37.11,57.51,1252,70,PID,9.58,5.86,1.23,1
B1378,27.72,60.18,27.74,4.85,43.42,56.03,1468,74,PID,11.51,4.35,1.63,1
B1379,25.39,60.03,18.17,5.13,32.17,58.87,1435,87,Fixed-Time,12.88,7.48,1.94,1
B1380,28.89,69.68,25.79,6.27,58.62,41.97,1406,85,FA-PID-LSSVM,6.46,3.56,1.13,1
B1381,22.45,67.85,26.03,5.62,36.7,45.3,1048,95,Fixed-Time,11.91,7.2,2.22,1
B1382,25.87,65.52,27.58,4.23,57.67,49.9,1421,79,FA-PID-LSSVM,7.52,3.77,0.79,1
B1383,34.54,65.91,29.19,4.05,42.78,56.93,1302,99,PID,10.99,5.89,1.62,1
B1384,23.87,63.43,18.24,4.31,59.57,50.1,1071,73,PID,8.23,3.83,1.6,1
B1385,29.85,69.21,19.85,5.23,46.62,54.96,1262,70,PID,9.3,4.01,0.67,1
B1386,24.88,62.44,28.63,6.8,57.92,42.78,1321,92,FA-PID-LSSVM,8.8,3.94,0.64,1
B1387,31.6,60.71,23.5,5.91,30.16,45.05,1221,77,Fixed-Time,12.49,7.05,2.43,1
B1388,21.96,57.45,24.78,6.41,52.45,54.64,1076,74,FA-PID-LSSVM,6.71,3.72,0.76,1
B1389,34.55,66.79,25.96,5.4,57.09,43.29,1061,71,Fixed-Time,10.09,6.08,2.71,1
B1390,26.81,66.02,26.15,5.08,34.19,47.03,1470,93,Fixed-Time,14.37,5.62,1.03,0
B1391,23.54,60.77,29.18,4.33,32.88,45.3,1156,86,Fixed-Time,14.28,6.56,2.05,1
B1392,21.1,55.38,29.96,6.63,42.74,47.0,1293,76,PID,10.22,5.39,0.78,1
B1393,22.55,67.58,26.64,6.35,58.01,54.17,1124,86,Fixed-Time,13.5,5.7,1.91,0
B1394,27.8,55.17,21.45,4.5,46.27,47.36,1228,97,PID,12.61,4.63,1.38,1
B1395,25.06,65.56,28.56,5.54,45.82,51.11,1339,75,Fixed-Time,13.7,8.71,2.58,1
B1396,32.43,69.55,18.59,5.46,34.23,42.0,1160,98,Fixed-Time,13.69,8.72,2.17,1
B1397,26.46,61.56,20.77,5.88,30.02,56.1,1028,91,PID,11.7,5.94,1.48,1
B1398,23.73,58.52,28.77,6.84,54.3,47.4,1113,84,PID,11.33,4.4,1.71,1
B1399,29.26,65.57,21.07,5.74,32.63,52.97,1078,74,FA-PID-LSSVM,8.8,3.38,0.73,1
B1400,30.6,67.26,20.65,5.62,49.02,54.51,1022,84,Fixed-Time,15.22,7.55,1.9,1
B1401,22.51,63.2,19.66,4.15,57.44,44.19,1105,87,PID,11.28,4.49,0.96,1
B1402,22.51,69.51,28.31,4.19,36.26,57.69,1130,87,FA-PID-LSSVM,7.67,3.54,1.01,1
B1403,20.55,55.78,24.0,4.56,49.96,52.32,1356,94,FA-PID-LSSVM,6.68,3.87,0.79,1
B1404,31.05,62.57,26.1,4.1,32.36,48.57,1476,90,PID,9.42,5.95,0.9,1
B1405,29.96,65.78,20.87,6.23,48.11,43.65,1172,90,Fixed-Time,14.15,7.18,1.94,1
B1406,27.12,67.94,27.1,6.17,34.92,58.85,1263,92,FA-PID-LSSVM,7.99,3.74,0.96,1
B1407,32.66,57.69,27.12,4.41,52.08,55.1,1341,75,Fixed-Time,18.69,7.14,1.48,1
B1408,32.09,67.0,21.75,6.51,39.04,44.16,1372,71,Fixed-Time,15.7,6.95,2.32,1
B1409,28.78,63.29,22.93,4.46,43.9,46.75,1284,96,FA-PID-LSSVM,7.84,4.11,1.0,1
B1410,33.02,60.95,20.52,4.9,47.98,56.19,1001,86,PID,10.69,4.73,1.18,1
B1411,23.09,56.98,29.72,4.75,35.14,53.91,1232,90,Fixed-Time,14.92,7.91,2.17,1
B1412,21.68,67.98,25.75,5.12,52.25,55.32,1368,73,PID,9.93,4.72,1.32,1
B1413,24.05,57.36,29.21,4.76,39.08,48.82,1250,81,FA-PID-LSSVM,7.75,3.66,0.43,1
B1414,20.86,59.65,21.64,5.47,49.87,54.33,1433,88,Fixed-Time,10.83,6.18,1.94,1
B1415,27.97,59.35,27.38,5.22,34.75,47.73,1492,71,PID,12.76,5.63,1.38,1
B1416,34.05,68.07,27.19,6.96,50.64,44.23,1320,95,PID,8.88,5.8,1.28,1
B1417,20.59,65.09,26.3,4.17,33.85,52.65,1107,71,Fixed-Time,10.83,8.42,2.08,1
B1418,21.83,66.95,29.59,4.43,42.76,59.52,1275,83,PID,9.91,6.72,1.1,1
B1419,26.78,58.76,22.72,4.16,37.42,46.21,1179,84,PID,7.24,4.53,1.0,1
B1420,34.01,64.37,19.57,5.88,52.45,49.22,1212,89,FA-PID-LSSVM,5.67,2.98,0.84,1
B1421,24.74,63.58,26.06,4.16,37.86,53.48,1292,71,FA-PID-LSSVM,7.66,2.47,0.69,1
B1422,27.61,67.49,26.75,6.51,56.45,50.83,1071,73,PID,10.56,4.45,1.27,1
B1423,20.62,68.59,24.9,5.54,56.75,56.87,1282,88,PID,10.32,4.91,0.94,1
B1424,22.23,55.18,20.48,5.58,35.89,55.23,1174,78,Fixed-Time,14.55,6.24,1.13,0
B1425,34.8,65.11,24.05,5.68,48.42,41.17,1122,76,FA-PID-LSSVM,6.14,3.51,0.81,1
B1426,34.48,55.78,21.75,4.51,32.63,59.97,1226,99,Fixed-Time,12.76,6.63,1.88,1
B1427,20.07,63.23,23.13,4.59,41.75,55.05,1389,82,PID,10.84,5.57,1.27,1
B1428,34.28,59.31,25.74,4.96,51.4,57.28,1443,96,Fixed-Time,14.41,5.39,2.65,0
B1429,29.59,59.6,26.94,5.78,49.78,53.02,1300,81,PID,13.14,5.06,0.36,1
B1430,33.02,60.29,20.79,4.63,48.74,57.13,1427,72,FA-PID-LSSVM,6.8,3.57,0.28,1
B1431,26.82,64.32,22.86,4.35,38.48,42.25,1082,82,FA-PID-LSSVM,8.33,3.14,0.87,1
B1432,27.73,60.01,21.23,6.91,41.34,46.95,1252,84,PID,10.16,4.28,0.88,1
B1433,27.33,65.99,20.38,4.07,33.09,57.53,1145,83,FA-PID-LSSVM,6.06,4.04,0.77,1
B1434,30.0,61.07,27.4,6.41,51.57,44.03,1119,93,PID,9.72,4.55,1.56,1
B1435,22.09,56.03,28.91,6.36,45.12,41.56,1064,78,Fixed-Time,16.93,8.18,2.25,1
B1436,20.45,66.76,22.44,4.89,51.26,55.76,1280,82,PID,10.93,4.87,0.92,1
B1437,24.62,59.29,27.02,4.41,37.47,56.71,1282,92,Fixed-Time,17.41,6.46,2.34,1
B1438,30.57,61.49,28.76,4.44,39.73,43.25,1390,91,PID,12.16,5.67,1.38,1
B1439,23.03,65.28,28.15,6.09,40.03,57.09,1427,73,FA-PID-LSSVM,6.38,4.43,0.81,1
B1440,30.1,59.99,20.19,5.93,30.77,53.74,1105,90,PID,10.95,4.76,0.92,1
B1441,34.55,55.85,29.48,6.35,40.23,50.4,1412,77,PID,11.22,5.41,0.96,1
B1442,21.41,60.61,22.52,6.81,54.1,56.61,1478,72,PID,8.34,4.3,1.56,1
B1443,30.09,69.17,22.07,6.08,56.92,48.38,1299,71,FA-PID-LSSVM,6.39,3.33,1.09,1
B1444,26.66,64.63,18.75,4.47,45.55,43.88,1106,88,PID,8.82,4.7,0.97,1
B1445,33.02,65.07,23.83,4.73,43.67,45.7,1035,97,FA-PID-LSSVM,8.62,4.5,0.95,1
B1446,22.66,64.48,19.31,6.53,30.92,50.1,1146,92,PID,11.68,4.81,1.78,1
B1447,30.39,57.98,20.98,4.63,56.38,50.63,1261,77,Fixed-Time,14.54,7.85,1.95,1
B1448,32.57,61.28,21.8,4.22,30.39,56.11,1408,86,PID,10.1,5.55,1.72,1
B1449,34.17,66.26,27.71,6.11,58.34,55.83,1158,82,Fixed-Time,12.61,7.92,2.89,1
B1450,30.25,56.52,28.51,5.21,44.68,51.63,1264,76,FA-PID-LSSVM,7.69,3.23,0.83,1
B1451,27.46,59.17,21.63,6.76,40.26,55.62,1467,78,FA-PID-LSSVM,7.3,3.21,1.09,1
B1452,29.27,59.14,28.3,5.95,57.73,43.84,1201,81,PID,8.82,5.45,1.27,1
B1453,33.03,61.48,28.29,4.27,30.73,41.0,1420,98,FA-PID-LSSVM,6.95,2.85,0.97,1
B1454,28.56,69.71,27.18,6.84,47.44,57.47,1154,83,PID,11.62,4.74,1.41,1
B1455,20.46,56.01,19.76,4.78,46.47,41.51,1012,83,FA-PID-LSSVM,7.37,2.86,0.63,1
B1456,33.96,62.78,26.28,5.01,36.58,44.93,1296,84,Fixed-Time,16.28,7.31,1.72,1
B1457,30.34,57.69,29.34,5.21,42.87,53.91,1383,72,FA-PID-LSSVM,6.75,3.38,0.97,1
B1458,30.15,69.56,26.19,4.15,49.57,48.19,1321,84,Fixed-Time,10.64,6.96,1.99,0
B1459,23.24,56.7,21.98,5.49,51.81,57.53,1497,88,PID,11.96,4.3,1.24,1
B1460,29.88,61.05,24.01,4.37,30.02,45.96,1084,93,PID,9.15,5.05,1.1,1
B1461,25.91,66.07,25.75,5.2,58.11,40.24,1480,89,PID,9.86,6.75,1.07,1
B1462,29.77,65.57,24.13,5.05,34.94,46.01,1279,83,Fixed-Time,12.38,6.24,2.52,1
B1463,21.6,61.34,19.44,6.32,37.01,51.56,1244,77,PID,9.76,5.08,1.22,1
B1464,29.87,60.2,21.74,6.41,37.9,47.52,1299,74,PID,11.55,5.72,1.54,1
B1465,34.99,60.96,27.63,4.46,31.13,50.7,1361,99,Fixed-Time,12.23,7.03,1.5,1
B1466,20.72,58.96,28.34,5.1,33.69,57.53,1353,88,FA-PID-LSSVM,7.41,4.13,0.91,1
B1467,34.66,58.08,19.65,5.12,59.59,58.25,1315,73,PID,12.19,6.16,1.08,1
B1468,26.1,62.25,29.43,4.45,39.46,45.32,1008,83,FA-PID-LSSVM,6.06,3.47,0.63,1
B1469,33.06,59.03,21.95,6.4,33.46,49.24,1385,85,FA-PID-LSSVM,7.16,4.07,0.77,1
B1470,31.74,59.31,25.95,6.12,33.21,50.98,1246,89,PID,10.72,5.18,1.44,1
B1471,28.51,64.85,27.02,4.57,51.58,58.98,1311,93,PID,9.5,3.6,1.34,1
B1472,31.08,69.53,27.74,5.1,55.64,59.97,1413,75,Fixed-Time,15.98,7.45,1.68,1
B1473,33.18,64.05,29.35,4.32,37.71,44.71,1277,92,Fixed-Time,13.1,6.57,1.89,1
B1474,26.06,56.15,21.76,5.88,30.63,54.54,1237,94,PID,12.04,6.58,1.21,1
B1475,24.91,56.13,28.3,4.36,36.69,47.56,1202,75,FA-PID-LSSVM,5.16,3.41,0.99,1
B1476,30.01,69.27,19.58,6.96,31.7,40.16,1246,72,Fixed-Time,13.27,5.53,1.92,1
B1477,32.12,59.46,26.46,6.34,33.1,40.19,1234,84,Fixed-Time,13.05,6.38,2.51,1
B1478,31.43,56.38,26.9,5.17,42.95,49.21,1080,98,PID,11.56,4.61,0.88,1
B1479,31.97,63.99,26.13,5.74,36.9,49.77,1355,72,PID,8.73,5.51,1.29,1
B1480,26.53,64.35,21.03,6.73,45.48,40.45,1012,80,PID,9.47,5.25,1.66,1
B1481,32.27,64.73,28.48,5.66,37.6,53.74,1326,72,PID,9.04,3.79,1.34,1
B1482,21.8,59.01,20.03,4.52,58.22,45.88,1015,97,Fixed-Time,13.78,6.29,2.33,1
B1483,28.17,55.23,18.64,5.14,57.18,51.2,1480,79,Fixed-Time,18.44,7.86,2.68,1
B1484,20.09,69.48,26.61,6.53,47.0,46.02,1044,87,Fixed-Time,13.72,8.17,2.01,1
B1485,24.87,58.76,23.71,5.93,40.63,43.34,1320,70,FA-PID-LSSVM,6.09,3.04,0.85,1
B1486,25.5,65.14,28.19,5.95,41.43,48.14,1138,85,Fixed-Time,14.75,6.0,2.18,1
B1487,25.94,65.6,22.6,6.6,42.36,44.65,1325,85,Fixed-Time,12.42,6.72,1.53,1
B1488,30.43,64.15,20.02,6.68,51.83,50.7,1147,96,PID,9.74,4.39,0.83,1
B1489,25.83,59.69,28.04,6.76,43.55,43.98,1354,79,Fixed-Time,14.87,8.0,2.45,1
B1490,26.73,59.07,24.59,4.28,55.7,50.17,1235,70,Fixed-Time,16.79,7.32,2.59,1
B1491,23.56,63.97,20.27,5.63,58.32,43.15,1190,73,Fixed-Time,12.99,7.17,0.87,1
B1492,25.6,67.99,26.64,6.22,40.08,53.42,1100,72,PID,11.46,5.01,1.2,1
B1493,23.41,69.2,24.13,6.27,46.82,55.08,1104,74,Fixed-Time,15.8,7.92,1.88,0
B1494,21.1,56.59,25.25,5.82,32.85,42.21,1473,81,Fixed-Time,10.98,5.36,2.68,1
B1495,29.05,57.32,23.53,4.5,36.01,49.36,1249,94,FA-PID-LSSVM,7.33,4.18,0.81,1
B1496,30.02,69.17,27.94,6.39,42.4,41.42,1395,81,FA-PID-LSSVM,7.21,4.09,0.49,1
B1497,29.29,66.05,27.95,6.16,36.19,51.96,1445,82,FA-PID-LSSVM,7.52,3.49,0.91,1
B1498,26.95,68.24,26.51,4.26,56.3,45.29,1093,93,FA-PID-LSSVM,6.52,3.09,0.83,1
B1499,25.7,58.04,19.26,5.39,34.75,50.55,1219,81,PID,12.97,5.9,1.05,1
B1500,32.95,63.81,28.07,4.52,43.67,50.35,1474,94,FA-PID-LSSVM,5.66,2.66,1.06,1
B1501,27.79,65.52,26.05,5.01,48.17,58.49,1297,85,Fixed-Time,12.09,6.67,2.66,1
B1502,27.19,65.2,26.36,4.05,50.76,50.98,1338,82,FA-PID-LSSVM,5.39,3.31,1.09,1
B1503,20.38,61.12,22.36,5.2,41.49,51.66,1452,74,PID,11.71,4.53,1.07,1
B1504,25.12,55.23,28.55,5.65,56.07,48.03,1441,93,FA-PID-LSSVM,6.13,2.83,0.75,1
B1505,25.7,63.74,26.7,5.86,47.05,58.98,1132,73,FA-PID-LSSVM,5.8,3.41,1.19,1
B1506,25.98,58.8,19.35,5.99,43.19,55.54,1360,90,PID,11.55,4.83,1.01,1
B1507,28.7,61.75,22.89,6.51,32.02,45.71,1154,84,PID,9.9,6.8,0.87,1
B1508,28.0,69.36,28.64,4.65,43.94,56.88,1027,81,PID,10.5,5.6,1.56,1
B1509,29.12,60.99,18.57,4.36,54.62,48.65,1281,88,PID,10.0,4.53,1.29,1
B1510,31.47,67.6,29.54,6.55,48.44,56.57,1474,90,PID,12.47,5.05,0.95,1
B1511,32.19,57.83,26.15,4.47,54.96,56.46,1115,97,PID,10.67,4.03,1.13,1
B1512,30.77,65.09,25.58,6.92,44.82,43.78,1304,88,Fixed-Time,16.36,7.87,1.93,1
B1513,34.33,69.66,21.25,6.53,33.55,54.02,1233,90,FA-PID-LSSVM,5.38,3.72,1.07,1
B1514,20.27,56.53,20.99,5.5,30.41,45.81,1404,80,FA-PID-LSSVM,8.89,3.67,0.9,1
B1515,22.94,55.12,29.3,6.94,39.1,45.95,1000,99,PID,7.3,6.82,1.03,1
B1516,20.11,61.5,21.58,4.29,50.94,45.93,1347,90,PID,9.1,5.06,1.65,1
B1517,29.71,56.39,27.31,4.91,53.71,54.51,1239,75,Fixed-Time,18.42,7.13,2.5,1
B1518,33.47,66.23,22.72,5.91,38.87,44.6,1057,78,Fixed-Time,14.09,7.39,1.6,1
